User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Republicans and Democrats United for Biden-Harris,,none,,,,9819,,2021-08-25 01:19:42 EDT,2021/8/25,1:19:42,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/683933382149146/permalink/1004182983457516,"GQP called ObamaCare a """"""""death panel"""""""". And health care for Covid Vax refusers over anybody else???",,,,,,0,,,1,-54,0
Republicans and Democrats United for Biden-Harris,,none,,,,5068,,2021-03-23 00:58:35 EDT,2021/3/23,0:58:35,Status,69,7,40,4,0,0,4,11,3,0,,-,0,0,0,,https://www.facebook.com/groups/683933382149146/permalink/910258626183286,"HOW DO YOU ADDRESS PEOPLE WHO SAY COVID IS A GOVERNMENT """"""""PLANDEMIC"""""""", COUNTS ARE FAKE, IT'S A HOAX, IT'S A FLU, DON'T VAX, BIDEN IS A CROOK?",,,,,,0,,,69,1.19,1
Democratic America,,none,,,,9032,,2021-09-29 14:20:00 EDT,2021/9/29,14:20:00,Status,61,40,4,7,9,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/203489800225585/permalink/1002133233694567,"How many of Yall remember all those vaccinations we got as kids in the 1960's??? Polio, Diptheria, Typhoid, TB, etc... I do. All except the Smallpox vaccination. Had the round scare to show I got it.. A true badge of courage... I remember... Saved thousands upon thousands of lives. Got the vaccinations at the school... Say what one will in the anti-vax world. Personally, I am Really Glad I never had to fear getting Polio, Smallpox, and TB... They didn't have measles & chickenpox vaccinations when I was little, (born 1954). I had them both at the same time. My Mother an RN said the fevers almost killed me more than once... Now there are viable/workable Vactinces for Both... Cool huh? No other Mommy will ever have to go through what My Mommy did... David Pope Alsea, OR",,,,,,0,,,61,1.03,0
Republicans and Democrats United for Biden-Harris,,none,,,,9645,,2021-08-06 18:59:12 EDT,2021/8/6,18:59:12,Status,7,1,2,1,0,0,0,3,0,0,,-,0,0,0,,https://www.facebook.com/groups/683933382149146/permalink/992682307940917,How will the anti vax morons respond if mutations allow the virus to kill children?,,,,,,0,,,7,-12.14,0
The Order of United Democrats,,none,,,,22175,,2021-08-06 18:58:35 EDT,2021/8/6,18:58:35,Status,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/533588836848569/permalink/1941823752691730,How will the anti vax morons respond if mutations allow the virus to kill children?,,,,,,0,,,2,-13.5,-1
Georgia is Ready for Democrats,,none,,,,837,,2022-02-01 16:04:00 EST,2022/2/1,16:04:00,Status,4,3,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1403032449974768/permalink/3107173756227287,"I copied this from Democratic Underground, and yes it has swearing. I dont think they should be removed as it helps you understand the feeling the writer had. And in the bigger picture being offended by swearing in the age of inserection might be necessary. Here goes, from DU-- Glamrock I honestly could give two shits if it makes me a bad person anymore! Ive fucking had it. Im done. Congratulations conservatives! Youve turned me into a sociopath. Good on you! My darling, beautiful wife told me her anti-vax sister is upset because she cant attend a number of concerts this year without proof of vaccination. Its not fair! Yeah, its not fair. You know whats not fair? The fact that you and millions of other brain dead morons are willingly putting people in danger of losing their lives because youre an idiot. You know whats not fair? That 900k Americans have died because you know better than the experts in this field. You know better because youre listening to the likes of Joe Rogan and Sean Hannity and every motherfucker who tells you your uninformed, bigoted, misogynistic, ignorant world view is correct. You know whats not fair? The fact that I have changed into you because of you. That Washington State Trooper that told the governor to kiss his ass, he wasnt getting vaccinated? Good. Fuck him. Good fucking riddance. Sorry for the more evolved in his family, but those that agreed with him? Fuck you. Glad hes dead. The countless A.M. radio/YouTubers/podcasters who have died while singing this song? Fuck you too. And fuck your families if they think youre a hero for the stance that killed your dumb ass. I am sooooo fucking done with these people. They cant die fast enough or soon enough for me. By all means, dont get vaxxed. Suffer the inevitable intubation and/or lasting serious health consequences and possibly death since, unlike other sentient beings, you cant be bothered to think critically about a)the actual facts and who youre getting youre information from. And more importantly, b) who you might be affecting (Read killing, with your grinning ignorance). Ufirtunately, your stance impacts me and I wish insurance companies would charge you more for that risky behavior instead of having my premimum subsidize yours. I wish a requirement for admidtance into an ICU was a vaccination, you can die at home not taking up valuable room responsible others should have. As far as I can tell with my horrible math skills is that, at minimum, you all have sacrificed hundreds of thousands of your own because you dont have the capacity to think critically, or are so fanatical in your beliefs that you refuse to accept the reality of this reality. Youre the same people that refuse to see the danger of climate change. Youre the same people that cheer tax cuts for billionaires while your taxes go up to make the difference. Youre the same fucking people that refuse to recognize the fact that slavery and bigotry has condemned millions to live in the shadows, and on and fucking on and fucking on. Get the Rona and die already. Ill be reading your obituaries with a smile on my face. Im so done with you fuckers! P.S. Sorry folks. I used to be a good person who cared. That person done died after 30+ years of this right wing bullshit. They won. My empathy is gone.",,,,,,0,,,4,-6.75,0
New Democratic Party of Wisconsin Forum,,none,,,,1601,,2022-02-01 16:03:37 EST,2022/2/1,16:03:37,Status,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/478428532259280/permalink/4373347702767324,"I copied this from Democratic Underground, and yes it has swearing. I dont think they should be removed as it helps you understand the feeling the writer had. And in the bigger picture being offended by swearing in the age of inserection might be necessary. Here goes, from DU-- Glamrock I honestly could give two shits if it makes me a bad person anymore! Ive fucking had it. Im done. Congratulations conservatives! Youve turned me into a sociopath. Good on you! My darling, beautiful wife told me her anti-vax sister is upset because she cant attend a number of concerts this year without proof of vaccination. Its not fair! Yeah, its not fair. You know whats not fair? The fact that you and millions of other brain dead morons are willingly putting people in danger of losing their lives because youre an idiot. You know whats not fair? That 900k Americans have died because you know better than the experts in this field. You know better because youre listening to the likes of Joe Rogan and Sean Hannity and every motherfucker who tells you your uninformed, bigoted, misogynistic, ignorant world view is correct. You know whats not fair? The fact that I have changed into you because of you. That Washington State Trooper that told the governor to kiss his ass, he wasnt getting vaccinated? Good. Fuck him. Good fucking riddance. Sorry for the more evolved in his family, but those that agreed with him? Fuck you. Glad hes dead. The countless A.M. radio/YouTubers/podcasters who have died while singing this song? Fuck you too. And fuck your families if they think youre a hero for the stance that killed your dumb ass. I am sooooo fucking done with these people. They cant die fast enough or soon enough for me. By all means, dont get vaxxed. Suffer the inevitable intubation and/or lasting serious health consequences and possibly death since, unlike other sentient beings, you cant be bothered to think critically about a)the actual facts and who youre getting youre information from. And more importantly, b) who you might be affecting (Read killing, with your grinning ignorance). Ufirtunately, your stance impacts me and I wish insurance companies would charge you more for that risky behavior instead of having my premimum subsidize yours. I wish a requirement for admidtance into an ICU was a vaccination, you can die at home not taking up valuable room responsible others should have. As far as I can tell with my horrible math skills is that, at minimum, you all have sacrificed hundreds of thousands of your own because you dont have the capacity to think critically, or are so fanatical in your beliefs that you refuse to accept the reality of this reality. Youre the same people that refuse to see the danger of climate change. Youre the same people that cheer tax cuts for billionaires while your taxes go up to make the difference. Youre the same fucking people that refuse to recognize the fact that slavery and bigotry has condemned millions to live in the shadows, and on and fucking on and fucking on. Get the Rona and die already. Ill be reading your obituaries with a smile on my face. Im so done with you fuckers! P.S. Sorry folks. I used to be a good person who cared. That person done died after 30+ years of this right wing bullshit. They won. My empathy is gone.",,,,,,0,,,4,-6,-1
Democratic Social Justice & Truth Group,,none,,,,705,,2021-12-12 14:02:40 EST,2021/12/12,14:02:40,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/965804766867988/permalink/4495604150554681,"If We Cant or Wont Figure This Out We Might as Well Open the Gates to the Barbarians . There is a story that a Roman aristocrat opened the gates of Rome to the Visigoths in 410AD. He did it because this was the third siege of Rome that he had endured and he didnt want to do it anymore. Now there is a lot of fog with that story but it does make a great point. We are becoming as a nation a lot like Rome. We have been on top for a while and figure that we no longer have to work for our place. We see it in the Karens of the world and their male counterparts, the Teds. We see drama everywhere for everything and so much of it is fake BS. But they get away with it so others follow in their footsteps and the media gives them notoriety for it. The national symbol should be that for Narcissism because that is what we are now about. The entire anti-vax movement and resistance to getting a shot is so much like the Roman aristocrat. I just dont want to be bothered! . But the one that borders on malignant Narcissism is how Joe Biden is being blamed for inflation. There is a whole lot of insanity (Narcissism) at work here. Before economics went Voodoo with Reagan and both parties fell in lockstep to protect it, there was real economics. During the pandemic, many of us bought way more things than we have ever before. Amazon was some kind of therapy because so many were deprived of their constant interaction and their phone wasnt good enough. So they bought everything under the sun. Now into the second and third years of this pandemic, we still are. We buy the vast majority of it from China and it has to be paid for. The oil cartel has taken advantage of it to screw us to the wall, every business is raising prices well beyond their costs and for that reason they are bringing in, record profits. I REPEAT THEY ARE MAKING RECORD PROFITS!!!. And yet in so many Karen and Ted minds, it is beyond them to figure this out. The media makes sure everyone knows who to blame and GOP/ Con politicians make sure too. But this is not the government at work here, it is what we have allowed as a faux monopoly economy at work here. . Societies usually have ebbs and flows. We are going through a hell of an ebb right now. But its not just that, which is so scary. Its that smart people are so easily misled while readily apparent facts go unseen, discarded, and ignored. THAT! That is what is so scary. That stupid and self-centered rules and it is right there to be seen in the media, every night and day. If we cannot stop this fall into self-centered stupidity, then we are indeed doomed. RC Romine",,,,,,0,,,2,-0.83,0
Libertarians and Classical Liberals,,none,,,,6725,,2022-02-23 03:06:15 EST,2022/2/23,3:06:15,Status,7,4,2,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1394564314194632/permalink/3118963828421330,"I had support for the protests following George Floyd condemning obsessive police force. That should not make me guilty with association with the Marxist and/or violent elements of that movement. I have support for the trucker protests that are protesting mandates (You can be pro vax and anti mandates) That should not make me guilty with association with with some of the nationalists/ alt-right elements. Unless the bad elements in either case become the primary objective of the movement, than I see no reason to disassociate. It would be a dream come true for these authoritarian factions to go to some island and leave the rest of us alone.",,,,,,0,,,7,-6.29,2
Democratic America,,none,,,,9088,,2021-07-14 14:29:50 EDT,2021/7/14,14:29:50,Status,12,8,0,2,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/203489800225585/permalink/954732421767982,"I like to look for the good side in everything. Re: republican anti-vax movement Fewer republican voters in the future, an added benefit - it will raise the national average IQ!",,,,,,0,,,12,-4.92,0
Progressives Against Neoliberalism,,none,,,,6787,,2021-01-05 14:10:00 EST,2021/1/5,14:10:00,Status,28,6,19,0,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1664805767106142/permalink/2746763918910316,"I'm not sure if Covid is being exaggerated or if Jimmy Dore really gives a shit about anything beyond ratings.. but taking precautions to be safe and asking why progressives aren't pushing harder to make needed changes are o.k. I'm so tired of the """"""""fake virus, fake squad"""""""" posts pushing dumb conspiracies.. Just as tired of hearing that Trump sucks. This page shouldn't be a bitchfest or anti-vax medium used to push conspiracies. Let's exchange real ideas and share valid information. Here's my take: I think that regardless of how deadly Covid may or may not be- It is what it is. Our own government in both parties has crippled our means to survive and won't help us otherwise. How do we go forward? As for me I'd rather not take my chances and be wrong- just as global warming and dumping my trash in the ocean may not be as bad as many claim- I'm still going to try my best to take care of them.. As for """"""""shitty, fake, sellout AOC"""""""" voting for Pelosi.. Let's walk this through shall we? If not Pelosi, then who? Someone worse most likely. There are about less than 10 progressives among 100's of centrist assholes. Sure, it would have been a symbolic """"""""fuck you"""""""", but there wasn't going to be anyone else for speaker. We already know how spiteful the establishment is- do you really think there would have been a better outcome? As far as forcing an M4A vote- it would get shot down. And then centrists would use that over and over and over again as """"""""proof"""""""" that the people don't want it. And some handfuls of boommeriffic Karenesque dolts would buy into it- reinforcing the b.s. echo chamber of the establishment who's brainwashed them and making the next vote, and the next even harder. We need to vote more progressives in first. We do not have a large enough coalition yet. Sorry but that's the truth. I'm in government myself. I'm small potatoes but as a board member on parks and rec in a very small, conservative town I need to be very careful with my ideas, how I present them and who to or they WILL railroad me. I'm in secret talks with other """"""""downlow progressives"""""""" in my town who get it. We can't install a """"""""homeless shower"""""""" in our public park because 90% of our government would freak out that we communists are using taxpayer money to fund a homeless sanctuary.. so we sell the idea to the rest of the board as a """"""""much requested amenity by the boaters who pay for our parking and launch fees, thereby increasing revenue"""""""" etc.. It's bullshit, yeah.. but it's how things work here. Until we help more of us get elected to more posts, our power is limited. Our strength is in our numbers and also our knowledge of the process. Imo, based on my own actual, real world government experience as a 3 year appointed official, it's way way too early to write off any of the few progressive leaders we so desperately need right now. I highly encourage anyone reading this to sit in on some of their city council meetings that are open to the public- and better yet, go for an open seat on a committee.. because many of you literally have absolutely 0 clue how government or the process works. It's not easy. I am 20 to 25% of a vote that deals with things that can cost my small town 6 or more figures. That last vote I had to choose between additional $180k night lighting for a baseball field (where most of our adult council members are huge night baseball fans) or to refurbish the only children's playground in town and the only place for poor families and young kids to hang out. I was the only vote for the playground, the other members voted to add more lights to our already illuminated field. They were not happy with my vote and they still got their stupid, wastefull, unnecessary lights anyway. Because of my votes they may not want me on the committee when my term expires.. I don't know. But the point is you don't either. I'm not yet ready to write AOC off.",,,,,,0,,,28,-1.43,0
Christian Democrats of Texas,,none,,,,1184,,2021-12-04 22:02:53 EST,2021/12/4,22:02:53,Status,7,5,2,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/666851876690340/permalink/6531087543600048,"IMO, most Republicans are not scared of or appose to the vaccines. I would guess that 20% might legitimately have concerns about it's safety, or caught up in Q-anon bull crap etc. But the other 80% are not anti-vax, they are anti-Democrat. They just want Biden to fail. They seem to be willing to blindly follow Trump's obvious lies all the way to the graveyard. They are literally dying for Donald Trump! This is beyond demented. This is insane! Thanks for the vent:cursing_face:",,,,,,0,,,7,-4.57,0
Catholic Democrats,,none,,,,7651,,2021-08-17 14:20:41 EDT,2021/8/17,14:20:41,Status,65,35,21,1,0,0,0,0,0,8,,-,0,0,0,,https://www.facebook.com/groups/10419131846/permalink/10158135722731847,"I'm trying hard to be a good Catholic and pray for the sick, but a few high profile Catholics, a cardinal and a radio host who are anti vax conspiracy conservatives have come down with covid. I instead pray that their circle learn from this and get vaccinated. Is that wrong? I don't want anything bad to happen to them, just that they learn from it.",,,,,,0,,,65,1.14,0
Third District Iowa Democrats Discussion Group,,none,,,,1111,,2021-08-21 20:56:22 EDT,2021/8/21,20:56:22,Status,13,10,0,2,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/276101212490160/permalink/3814008175366095,"I've decided to try to extend my opinion on covid-19 by posting in all of the groups I follow. When tuberculosis (TB) was rampant in the United States of America, people who exhibited any symptoms or tested positive were hospitalized in Tuberculosis Sanitariums. If they refused they were forcibly hospitalized there until they were cured. Until leprosy was understood, people with it (lepers) were shunned and forced out of cities to survive on their own. Covid-19 is still not fully understood, but anybody with an understanding of how medications are approved for use by the medical community in the United States of America knows that their first concern is do no harm. Then they begin the process of approving for trials where the stated purpose for the medications is tested in controlled conditions. The covid-19 vaccine development used mrna research to quickly develop the primary vaccines we use in the United States of America. They had a significant head start on vaccine development. That meant vaccine development didn't start from the very beginning, but focused on utilizing mrna as the delivery system. Trials began much faster than normal because of the head start mrna gave them and because Operation Warp Speed created focus on a vaccine for covid-19 by all pharmaceutical and health research organizations. I have a small pox vaccination scar, but my grandchildren don't. I have had multiple tuberculosis tests, but I don't know that my grandchildren have had any unless required by their environment. My mom took me to get the Salk polio vaccine the first time I could get it. I've had measles, for which I continue to suffer because of the virus it left in my body. My grandchildren have not. Public health is a great thing until it inconveniences us. Peanut products are excluded from many classrooms because a child might have a life-threatening allergic reaction. Public schools require proof of vaccination for several diseases. Covid-19 is just one more thing to make schools safer for students, teachers and all other staff. When I worked in surgery and other health care settings, I was often required to wear a mask. If the doctor required masks I wore one. Otherwise I was expelled from the room because my refusal wasn't in the best health interest of everyone else in the room. If an infection was discovered in the Healthcare facility, every protocol was stepped up by at least a factor of 10. We not only protected the patient and ourselves, but everybody in the building complex. I've written all of this to nudge you to think about others, students, teachers and all staff. Hopefully that will get you to the decisions to do your part to protect the most people. We can get through this just as we in the United States of America have been able to survive previous health scares. Vax up! Mask up! It will get us back to some normalcy until we beat covid-19 and all its variants. Peace",,,,,,0,,,13,-1.77,0
Democrats Of Iowa,,none,,,,414,,2021-08-21 20:52:44 EDT,2021/8/21,20:52:44,Status,9,6,2,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/673289106103178/permalink/4108843095881078,"I've decided to try to extend my opinion on covid-19 by posting in all of the groups I follow. When tuberculosis (TB) was rampant in the United States of America, people who exhibited any symptoms or tested positive were hospitalized in Tuberculosis Sanitariums. If they refused they were forcibly hospitalized there until they were cured. Until leprosy was understood, people with it (lepers) were shunned and forced out of cities to survive on their own. Covid-19 is still not fully understood, but anybody with an understanding of how medications are approved for use by the medical community in the United States of America knows that their first concern is do no harm. Then they begin the process of approving for trials where the stated purpose for the medications is tested in controlled conditions. The covid-19 vaccine development used mrna research to quickly develop the primary vaccines we use in the United States of America. They had a significant head start on vaccine development. That meant vaccine development didn't start from the very beginning, but focused on utilizing mrna as the delivery system. Trials began much faster than normal because of the head start mrna gave them and because Operation Warp Speed created focus on a vaccine for covid-19 by all pharmaceutical and health research organizations. I have a small pox vaccination scar, but my grandchildren don't. I have had multiple tuberculosis tests, but I don't know that my grandchildren have had any unless required by their environment. My mom took me to get the Salk polio vaccine the first time I could get it. I've had measles, for which I continue to suffer because of the virus it left in my body. My grandchildren have not. Public health is a great thing until it inconveniences us. Peanut products are excluded from many classrooms because a child might have a life-threatening allergic reaction. Public schools require proof of vaccination for several diseases. Covid-19 is just one more thing to make schools safer for students, teachers and all other staff. When I worked in surgery and other health care settings, I was often required to wear a mask. If the doctor required masks I wore one. Otherwise I was expelled from the room because my refusal wasn't in the best health interest of everyone else in the room. If an infection was discovered in the Healthcare facility, every protocol was stepped up by at least a factor of 10. We not only protected the patient and ourselves, but everybody in the building complex. I've written all of this to nudge you to think about others, students, teachers and all staff. Hopefully that will get you to the decisions to do your part to protect the most people. We can get through this just as we in the United States of America have been able to survive previous health scares. Vax up! Mask up! It will get us back to some normalcy until we beat covid-19 and all its variants. Peace",,,,,,0,,,9,-0.25,-1
Greater Palatine Area Democrats,,none,,,,643,,2021-10-24 15:47:13 EDT,2021/10/24,15:47:13,Status,6,0,5,0,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/groups/65255371704/permalink/10158389925881705,"Just saw anti-vax, anti-Biden demonstrators on corner of Golf & Plum Grove Rd shouting at passersby in the rain.",,,,,,0,,,6,-3.83,0
The Order of United Democrats,,none,,,,21695,,2021-09-20 00:50:28 EDT,2021/9/20,0:50:28,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/533588836848569/permalink/1974365686104203,"Look at this genius from Greenville, SC promoting anti-vax bullshit. twitterurl",,,,,,0,,,0,-56,0
Progressive and Liberal Activists,,none,,,,7025,,2021-12-23 20:10:05 EST,2021/12/23,20:10:05,Status,14,9,0,1,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/376941065675704/permalink/4105597692810004,"More MAGAts, White Supremacists, and Racists tossed from the armed services. Vax mandate doing double duty.",,,,,,0,,,14,-2.36,0
LIBERAL AND PROUD,,none,,,,813,,2021-12-23 20:10:26 EST,2021/12/23,20:10:26,Status,12,9,3,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/266186340243038/permalink/1734542316740759,"More MAGAts, White Supremacists, and Racists tossed from the armed services. Vax mandate doing double duty.",,,,,,0,,,12,-0.2,-1
Progressive and Liberal Activists,,none,,,,7265,,2022-02-06 09:59:04 EST,2022/2/6,9:59:04,Status,15,6,9,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/376941065675704/permalink/4264504190252686,"Move over Omicron, it's time for the other plague menacing humanity to run wild, and though this particular variant was 100% made in the USA, I'm sure Rand Paul will still figure out some way to blame China. I'm speaking of course, of Tantrum Throwing Manchildren demanding the right to spread a disease that's killed millions around the world. This is all coming on the heels of a new study showing the unvaccinated are 23 times more likely to be hospitalized with Covid than those of us who don't have skulls full of hornets and rat shit, and how fun is it to live in a society where absolutely no one expects data that clear to change anyone's behavior, because a certain political party decided it would be a good idea to brainwash their base into hating science? Egged on by the shittiest propagandists on the planet, the Freedumb Convoy descended upon Ottawa, bringing with them all the familiar hallmarks of MAGA """"""""culture"""""""" the just because we lost the election doesn't mean you don't have to do what we want bullshit, the vandalism and violence, and of course the swastika ( stealing food from the homeless was a nifty innovation, though.) They screamed and held up signs that read """""""" The Jew is the Devil"""""""" and """""""" Jews rape children and drink their blood """""""" Vax the Jews """""""" and of course gave the Nazi salute. I'm sure that was the side with the fine people, or maybe it was the other side. It's so hard to tell. I suppose it was only a matter of time before America started exporting our LEAST welcomed, apparently endlessly renewable resource of racist assholes. God knows we've got a surplus domestically. Never stop demanding more my brothers and sisters :heart:",,,,,,0,,,15,-2.2,0
